TID	target_prefname	organism	chembl_id	molregcount	target_type	uniprot_accession_ids	protein_class_id	protein_classification_prefname	short_name	protein_class_desc	definition	class_level	C
116696	Carbonate dehydratase	Sulfurihydrogenibium sp. (strain YO3AOP1)	CHEMBL3745586	40	SINGLE PROTEIN	B2V8E3	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
116698	Low-density lipoprotein receptor-related protein 6	Homo sapiens	CHEMBL3745588	12	SINGLE PROTEIN	O75581|Q17RZ2	601	Unclassified protein	Unclassified	unclassified	None	1
116704	Telomeric repeat-binding factor 2-interacting protein 1	Homo sapiens	CHEMBL3751647	29	SINGLE PROTEIN	Q9NYB0|B4DQN4|Q4W4Y2|Q8WYZ3|Q9NWR2	601	Unclassified protein	Unclassified	unclassified	None	1
116705	Period circadian protein homolog 2	Homo sapiens	CHEMBL3751648	41	SINGLE PROTEIN	O15055|A2I2P7|Q4ZG49|Q6DT41|Q9UQ45	601	Unclassified protein	Unclassified	unclassified	None	1
116733	Cereblon isoform 4	Magnetospirillum gryphiswaldense	CHEMBL3763007	29	SINGLE PROTEIN	A4TVL0	601	Unclassified protein	Unclassified	unclassified	None	1
116734	Protein cereblon	Homo sapiens	CHEMBL3763008	31	SINGLE PROTEIN	Q96SW2|B2R6H4|C9IZA9|C9JAH6|Q6AI62|Q6NVZ0|Q9UHW4	601	Unclassified protein	Unclassified	unclassified	None	1
116752	Histone acetyltransferase KAT6A	Homo sapiens	CHEMBL3774298	252	SINGLE PROTEIN	Q92794|Q76L81	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
116758	NACHT, LRR and PYD domains-containing protein 3	Mus musculus	CHEMBL3779755	86	SINGLE PROTEIN	Q8R4B8|Q1JQ87|Q1JQ88|Q6JEL0|T1W2H6	601	Unclassified protein	Unclassified	unclassified	None	1
116772	Basic phospholipase A2 VRV-PL-VIIIa	Daboia russelii	CHEMBL3784910	22	SINGLE PROTEIN	P59071|D0VX11	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
116784	C-terminal-binding protein 2	Homo sapiens	CHEMBL3797016	14	SINGLE PROTEIN	P56545|A8K2X5|D3DRF5|O43449|Q5SQP7|Q69YI3|Q86SV0|Q8IY44|Q9H2T8	601	Unclassified protein	Unclassified	unclassified	None	1
116788	Lectin	Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656/ NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315))	CHEMBL3797020	11	SINGLE PROTEIN	B4EH87	601	Unclassified protein	Unclassified	unclassified	None	1
116837	26S protease regulatory subunit 6B	Homo sapiens	CHEMBL3831205	243	SINGLE PROTEIN	P43686|Q96FV5|Q9UBM3|Q9UEX3	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
116871	HLA class II histocompatibility antigen, DRB1-15 beta chain	Homo sapiens	CHEMBL3831291	53	SINGLE PROTEIN	P01911|A0MWF2|A0N0W1|A2ICT1|A2TGX3|A4F5N0|A4ZXA5|A4ZXA6|A4ZY86|A5H000|A5HKN8|A7DZP9|A7LA26|A7UHG2|A7X5B1|A7X5B7|A7X5E0|A7X5E6|A7X5H8|A7X5J4|A7X5K7|A8K098|A8YQE9|A9JPG0|B0BK85|B0LUZ6|B0UYW1|B1GWE7|B2CR03|B2LVF9|B2NJ29|B2ZCY1|B3VTP8|B3VTQ3|B5A8Y2|B5A8Y3|B5B8U0|B5B9V5|B5B9V6|B5LZ25|B5QSK8|B6VCX2|B6VEL9|B7UDB2|B9VRA4|B9X248|C0LAB5|O02876|O02930|O19585|O19717|O19718|O19739|O19788|O46699|O46793|O46872|O62869|O62889|O77969|O78047|O78210|O98212|P01912|P01914|P04229|P13758|P13759|P13760|P13761|P20039|P79545|Q06662|Q0PGR5|Q0PQ39|Q14280|Q14QT2|Q155F7|Q19AF2|Q19K86|Q1AP33|Q1G0Z9|Q1JRP3|Q1KLJ6|Q27PR6|Q27PR7|Q29673|Q29720|Q29722|Q29734|Q29770|Q29771|Q29772|Q29790|Q29792|Q29800|Q29806|Q29833|Q29874|Q29875|Q29886|Q29968|Q29974|Q29975|Q2A120|Q2HZE5|Q2L9H4|Q2LE76|Q2MF40|Q2MJA6|Q2MZ92|Q2VQU1|Q2YHQ2|Q30006|Q30108|Q30112|Q30115|Q30116|Q30117|Q30120|Q30134|Q30142|Q30145|Q30149|Q30159|Q30166|Q30167|Q30200|Q307W5|Q31636|Q32MY7|Q3HUP9|Q3KTM1|Q3LA84|Q3LA87|Q3LA88|Q3LA89|Q3LA90|Q3LA91|Q3LA92|Q3LA93|Q3LA94|Q3LA95|Q3LA96|Q3LA97|Q3LA98|Q3LA99|Q3LAA0|Q3LAA1|Q3LAA2|Q3MQ60|Q3T919|Q4PRC3|Q4PRC5|Q4VZY7|Q53IG1|Q56FN9|Q56FP1|Q56FP2|Q56FP3|Q58F52|Q5BM92|Q5EER6|Q5K3W2|Q5NDB9|Q5U9W6|Q5UBA2|Q5UT58|Q5W3L4|Q5Y7A7|Q5Y7B0|Q5Y7B9|Q5Y7E9|Q5Y7G0|Q683P7|Q6REE2|Q6T865|Q6U387|Q701T1|Q70GL2|Q70Q85|Q768U2|Q768U4|Q7M2H4|Q7YNY9|Q7YP03|Q7YP04|Q7YQ26|Q7YQA3|Q7YQA5|Q860D8|Q860D9|Q860E5|Q860H8|Q860S0|Q860Z3|Q861G6|Q861H0|Q861H4|Q861H5|Q861H7|Q861H8|Q8HWQ6|Q8MH59|Q8MH60|Q8WLU3|Q8WMA0|Q95348|Q95383|Q95389|Q95461|Q95HK1|Q95HL0|Q95HL1|Q95IE3|Q95IG2|Q95IT6|Q96HZ9|Q9BCL7|Q9BCP0|Q9BCP1|Q9BCP2|Q9BCP5|Q9BD21|Q9BD33|Q9BD40|Q9GIK5|Q9GIL5|Q9GIL6|Q9GIP3|Q9GIX8|Q9GIX9|Q9GIY0|Q9GIY1|Q9GIY2|Q9GIY3|Q9GIY4|Q9GJ25|Q9GJ56|Q9GJ57|Q9GJ58|Q9GJ60|Q9GJF8|Q9GJF9|Q9GJG0|Q9MXZ0|Q9MXZ5|Q9MY13|Q9MY45|Q9MY56|Q9MYF5|Q9TPB6|Q9TPW1|Q9TPW3|Q9TPW9|Q9TPX4|Q9TQ37|Q9TQ91|Q9TQE0|Q9UBY1|Q9UIM9|Q9UIN0|Q9XRX1|Q9XRY4|Q9XRY5|Q9Y453|Q9Y4H7	9	Surface antigen	Surface antigen	surface antigen	Antigens on surfaces of cells, including infectious or foreign cells or viruses. They are usually protein-containing groups on cell membranes or walls and may be isolated. [MESH:D000954]	1
116925	VP1 capsid protein	Human rhinovirus sp.	CHEMBL3833484	19	SINGLE PROTEIN	Q7T664	4	Structural protein	Structural	structural	None	1
116942	Fusion glycoprotein F0	Human respiratory syncytial virus A (strain A2)	CHEMBL3856166	23	SINGLE PROTEIN	P03420|P88811	9	Surface antigen	Surface antigen	surface antigen	Antigens on surfaces of cells, including infectious or foreign cells or viruses. They are usually protein-containing groups on cell membranes or walls and may be isolated. [MESH:D000954]	1
116947	Shiga toxin subunit A	Shigella dysenteriae	CHEMBL3879822	22	SINGLE PROTEIN	Q9FBI2	3	Secreted protein	Secreted	secreted	None	1
116971	Thioredoxin reductase	Entamoeba histolytica	CHEMBL3879846	17	SINGLE PROTEIN	C4LW95|A0A175JHN8	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
116972	Heat sensitive channel TRPV3	Rattus norvegicus	CHEMBL3879847	22	SINGLE PROTEIN	Q4QYD9	601	Unclassified protein	Unclassified	unclassified	None	1
117206	Beta-lactamase	Pseudomonas aeruginosa	CHEMBL3885668	12	SINGLE PROTEIN	D2SSQ3	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
117208	Beta-lactamase bla(BEL1)	Pseudomonas aeruginosa	CHEMBL3885670	12	SINGLE PROTEIN	Q3SAW3	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
117244	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	CHEMBL3988584	53	SINGLE PROTEIN	P9WIS7|L0TBM6|P65633|Q10381	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
117246	DNA polymerase	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strainWR))	CHEMBL3988586	28	SINGLE PROTEIN	P06856|Q76ZV6	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
117247	Hypoxanthine phosphoribosyltransferase	Plasmodium vivax Mauritania I	CHEMBL3988587	18	SINGLE PROTEIN	A0A0J9TE27	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
117256	Glycylpeptide N-tetradecanoyltransferase	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	CHEMBL3988596	503	SINGLE PROTEIN	Q388H8	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
117276	Biliverdin-producing heme oxygenase	Neisseria meningitidis	CHEMBL3988622	15	SINGLE PROTEIN	Q9AH50	1	Enzyme	Enzyme	enzyme	Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified. [MESH:D004798]	1
117277	Thyrotropin releasing hormone degrading enzyme	Sus scrofa	CHEMBL3988623	19	SINGLE PROTEIN	F1SH20	601	Unclassified protein	Unclassified	unclassified	None	1
117296	Hepcidin	Homo sapiens	CHEMBL3989381	233	SINGLE PROTEIN	P81172|Q1HE14|Q9BY68	3	Secreted protein	Secreted	secreted	None	1
117311	Membrane-associated progesterone receptor component 1	Homo sapiens	CHEMBL4105706	179	SINGLE PROTEIN	O00264|B7Z1L3|Q9UGJ9	601	Unclassified protein	Unclassified	unclassified	None	1
117314	Recombining binding protein suppressor of hairless	Homo sapiens	CHEMBL4105709	29	SINGLE PROTEIN	Q06330|B4DY22|Q5XKH9|Q6P1N3	12	Transcription factor	Transcription Factor	transcription factor	Endogenous substances, usually proteins, which are effective in the initiation, stimulation, or termination of the genetic transcription process. [MESH:D014157]	1
117326	Nuclear receptor ROR-beta	Rattus norvegicus	CHEMBL4105721	15	SINGLE PROTEIN	P45446	601	Unclassified protein	Unclassified	unclassified	None	1
117331	Zinc finger and BTB domain-containing protein 16	Homo sapiens	CHEMBL4105726	17	SINGLE PROTEIN	Q05516|Q8TAL4	12	Transcription factor	Transcription Factor	transcription factor	Endogenous substances, usually proteins, which are effective in the initiation, stimulation, or termination of the genetic transcription process. [MESH:D014157]	1
117349	Electron transfer flavoprotein subunit beta	Homo sapiens	CHEMBL4105744	182	SINGLE PROTEIN	P38117|A8K766|B3KNY2|Q6IBH7|Q71RF6|Q9Y3S7	601	Unclassified protein	Unclassified	unclassified	None	1
117351	Myosin-10	Homo sapiens	CHEMBL4105746	168	SINGLE PROTEIN	P35580|B2RWP9|D3DTS1|F8VTL3|Q12989|Q149N3|Q149N4|Q16087|Q4LE45|Q6PK16|Q9BWG0	601	Unclassified protein	Unclassified	unclassified	None	1
117352	Structural maintenance of chromosomes protein 1A	Homo sapiens	CHEMBL4105747	220	SINGLE PROTEIN	Q14683|O14995|Q16351|Q2M228	601	Unclassified protein	Unclassified	unclassified	None	1
117363	Butyrophilin subfamily 3 member A1	Homo sapiens	CHEMBL4105758	58	SINGLE PROTEIN	O00481|A2A278|A8K2C8|B4DIQ1|B4DRM2|E9PGB4|E9PHG8|Q0P515|Q147X5|Q53F15|Q99420|Q9HCY1	601	Unclassified protein	Unclassified	unclassified	None	1
117384	Midasin	Homo sapiens	CHEMBL4105779	237	SINGLE PROTEIN	Q9NU22|O15019|Q5T794	601	Unclassified protein	Unclassified	unclassified	None	1
117385	Nucleolar GTP-binding protein 1	Homo sapiens	CHEMBL4105780	229	SINGLE PROTEIN	Q9BZE4|B3KMC5|B4DY13|B7Z7A3|O95446|Q5T3R8|Q9NVJ8	601	Unclassified protein	Unclassified	unclassified	None	1
117390	Oxysterols receptor LXR-beta	Rattus norvegicus	CHEMBL4105785	15	SINGLE PROTEIN	Q62755|Q62694	601	Unclassified protein	Unclassified	unclassified	None	1
117391	B-cell lymphoma 6 protein	Homo sapiens	CHEMBL4105786	86	SINGLE PROTEIN	P41182|A7E241|B8PSA7|D3DNV5	12	Transcription factor	Transcription Factor	transcription factor	Endogenous substances, usually proteins, which are effective in the initiation, stimulation, or termination of the genetic transcription process. [MESH:D014157]	1
117406	DNA repair protein complementing XP-A cells	Homo sapiens	CHEMBL4105801	34	SINGLE PROTEIN	P23025|Q5T1U9|Q6LCW7|Q6LD02	5	Other nuclear protein	Nuclear other	nuclear other	None	1
117425	Thyroid hormone receptor-associated protein 3	Homo sapiens	CHEMBL4105820	177	SINGLE PROTEIN	Q9Y2W1|D3DPS5|Q5VTK6	601	Unclassified protein	Unclassified	unclassified	None	1
117443	DCN1-like protein 1	Homo sapiens	CHEMBL4105838	200	SINGLE PROTEIN	Q96GG9|B2RB37|Q7L3G9|Q8TEX7|Q9H6M1|Q9HCT3	601	Unclassified protein	Unclassified	unclassified	None	1
117458	Rab-like protein 3	Homo sapiens	CHEMBL4105853	216	SINGLE PROTEIN	Q5HYI8|Q8WUD3	601	Unclassified protein	Unclassified	unclassified	None	1
117461	Phosphatidylethanolamine-binding protein 1	Homo sapiens	CHEMBL4105856	187	SINGLE PROTEIN	P30086|B2R4S1	601	Unclassified protein	Unclassified	unclassified	None	1
117462	Actin-related protein 3	Homo sapiens	CHEMBL4105857	236	SINGLE PROTEIN	P61158|P32391|Q53QM2	601	Unclassified protein	Unclassified	unclassified	None	1
117463	Putative heat shock protein HSP 90-beta 2	Homo sapiens	CHEMBL4105858	233	SINGLE PROTEIN	Q58FF8	601	Unclassified protein	Unclassified	unclassified	None	1
117465	Sialic acid-binding Ig-like lectin 9	Homo sapiens	CHEMBL4105860	204	SINGLE PROTEIN	Q9Y336|Q6GTU4|Q9BYI9	2	Adhesion	Adhesion	adhesion	Surface ligands, usually glycoproteins, that mediate cell-to-cell adhesion. Their functions include the assembly and interconnection of various vertebrate systems, as well as maintenance of tissue integration, wound healing, morphogenic movements, cellular migrations, and metastasis. [MESH:D015815]	1
117469	Sigma intracellular receptor 2	Rattus norvegicus	CHEMBL4105864	564	SINGLE PROTEIN	Q5U3Y7	601	Unclassified protein	Unclassified	unclassified	None	1
117492	Guanine nucleotide-binding protein G(i) subunit alpha-2	Homo sapiens	CHEMBL4105887	179	SINGLE PROTEIN	P04899|B3KTZ0|B4DYA0|B4E2X5|Q6B6N3|Q8IZ71	601	Unclassified protein	Unclassified	unclassified	None	1
117493	Myosin-14	Homo sapiens	CHEMBL4105888	217	SINGLE PROTEIN	Q7Z406|B0I1S2|C3TTN4|Q5CZ75|Q6XYE4|Q76B62|Q8WV23|Q96I22|Q9BT27|Q9BW35|Q9H882	601	Unclassified protein	Unclassified	unclassified	None	1
117495	Structural maintenance of chromosomes protein 2	Homo sapiens	CHEMBL4105890	241	SINGLE PROTEIN	O95347|Q6IEE0|Q9P1P2	601	Unclassified protein	Unclassified	unclassified	None	1
117496	Septin-9	Homo sapiens	CHEMBL4105891	242	SINGLE PROTEIN	Q9UHD8|A8K2V3|B3KPM0|B4DTL9|B4E0N2|B4E274|B7Z654|Q96QF3|Q96QF4|Q96QF5|Q9HA04|Q9UG40|Q9Y5W4	601	Unclassified protein	Unclassified	unclassified	None	1
117504	14-3-3 protein zeta/delta	Homo sapiens	CHEMBL4105899	27	SINGLE PROTEIN	P63104|A8K1N0|B7Z465|P29213|P29312|Q32P43|Q5XJ08|Q6GPI2|Q6IN74|Q6NUR9|Q6P3U9|Q86V33	601	Unclassified protein	Unclassified	unclassified	None	1
117512	Sigma intracellular receptor 2	Homo sapiens	CHEMBL4105907	321	SINGLE PROTEIN	Q5BJF2|B4DS02|Q07823	11	Membrane receptor	Membrane receptor	membrane receptor	Cell surface proteins that bind signalling molecules external to the cell with high affinity and convert this extracellular event into one or more intracellular signals that alter the behavior of the target cell (From Alberts, Molecular Biology of the Cell, 2nd ed, pp693-5). Cell surface receptors, unlike enzymes, do not chemically alter their ligands. [MESH:D011956]	1
117532	Envelope protein	Human immunodeficiency virus 1	CHEMBL4105927	10	SINGLE PROTEIN	Q78116	601	Unclassified protein	Unclassified	unclassified	None	1
117538	Uncharacterized protein FLJ45252	Homo sapiens	CHEMBL4105933	243	SINGLE PROTEIN	Q6ZSR9	601	Unclassified protein	Unclassified	unclassified	None	1
117539	Signal recognition particle receptor subunit alpha	Homo sapiens	CHEMBL4105934	208	SINGLE PROTEIN	P08240|A6NIB3|B2R5Z8|B4E0H3|E9PJS4|Q9BVJ4	601	Unclassified protein	Unclassified	unclassified	None	1
117544	Polyketide synthase Pks13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	CHEMBL4105939	303	SINGLE PROTEIN	I6X8D2	601	Unclassified protein	Unclassified	unclassified	None	1
117552	Signal transduction protein TRAP	Staphylococcus aureus (strain Mu50 / ATCC 700699)	CHEMBL4105947	18	SINGLE PROTEIN	Q7A2Q4	601	Unclassified protein	Unclassified	unclassified	None	1
117573	Uncharacterized protein	Solanum lycopersicum	CHEMBL4105968	13	SINGLE PROTEIN	K4CF70|Q9ARH8|Q9LLA9	601	Unclassified protein	Unclassified	unclassified	None	1
117575	Elongation factor Tu, mitochondrial	Homo sapiens	CHEMBL4105970	243	SINGLE PROTEIN	P49411|O15276	601	Unclassified protein	Unclassified	unclassified	None	1
117579	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	Homo sapiens	CHEMBL4105974	54	SINGLE PROTEIN	Q8IYD1|Q9H909|Q9NVY0|Q9NY44	601	Unclassified protein	Unclassified	unclassified	None	1
117580	Cytochrome c1, heme protein, mitochondrial	Homo sapiens	CHEMBL4105975	237	SINGLE PROTEIN	P08574|Q5U062|Q6FHS7	601	Unclassified protein	Unclassified	unclassified	None	1
117772	G_PROTEIN_RECEP_F1_2 domain-containing protein	Cavia porcellus	CHEMBL4295527	14	SINGLE PROTEIN	A0A286XTF2	601	Unclassified protein	Unclassified	unclassified	None	1
117780	Lysophosphatidic acid receptor 5	Rattus norvegicus	CHEMBL4295535	11	SINGLE PROTEIN	D4ADR1	601	Unclassified protein	Unclassified	unclassified	None	1
117792	Protease	Norovirus Hu/GII.4-2002/WeertE022/2002/NL	CHEMBL4295547	13	SINGLE PROTEIN	G1FEK8	601	Unclassified protein	Unclassified	unclassified	None	1
117798	Nonstructural polyprotein	Norovirus Hu/GI/10360/2010/VNM	CHEMBL4295553	13	SINGLE PROTEIN	I1U3K2	601	Unclassified protein	Unclassified	unclassified	None	1
117868	Exoenzyme S	Pseudomonas aeruginosa	CHEMBL4295623	21	SINGLE PROTEIN	Q93SQ1	601	Unclassified protein	Unclassified	unclassified	None	1
117874	Nonstructural protein 5	Dengue virus	CHEMBL4295629	47	SINGLE PROTEIN	V5TFZ2	601	Unclassified protein	Unclassified	unclassified	None	1
117876	Thiamine transporter ThiT	Lactococcus lactis subsp. cremoris (strain MG1363)	CHEMBL4295631	17	SINGLE PROTEIN	A2RI47	825	Auxiliary transport protein	AUXTRANS	auxiliary transport protein	None	1
117983	Gap junction beta-2 protein	Homo sapiens	CHEMBL4295738	21	SINGLE PROTEIN	P29033|Q508A5|Q508A6|Q5YLL0|Q5YLL1|Q5YLL4|Q6IPV5|Q86U88|Q96AK0|Q9H536|Q9NNY4	601	Unclassified protein	Unclassified	unclassified	None	1
118002	Stress-70 protein, mitochondrial	Homo sapiens	CHEMBL4295757	20	SINGLE PROTEIN	P38646|B2RCM1|P30036|P31932|Q1HB43|Q53H23|Q6GU03|Q9BWB7|Q9UC56	601	Unclassified protein	Unclassified	unclassified	None	1
118046	Protein ENL	Homo sapiens	CHEMBL4295801	38	SINGLE PROTEIN	Q03111|Q14768	601	Unclassified protein	Unclassified	unclassified	None	1
118073	Transcriptional enhancer factor TEF-3	Homo sapiens	CHEMBL4295828	52	SINGLE PROTEIN	Q15561|H0Y308|Q6MZR9|Q8NEV5|Q92883|Q96BK2	12	Transcription factor	Transcription Factor	transcription factor	Endogenous substances, usually proteins, which are effective in the initiation, stimulation, or termination of the genetic transcription process. [MESH:D014157]	1
118142	Protein lin-28 homolog A	Mus musculus	CHEMBL4295897	22	SINGLE PROTEIN	Q8K3Y3|Q6NV62	601	Unclassified protein	Unclassified	unclassified	None	1
118167	Far upstream element-binding protein 1	Homo sapiens	CHEMBL4295922	12	SINGLE PROTEIN	Q96AE4|Q12828	12	Transcription factor	Transcription Factor	transcription factor	Endogenous substances, usually proteins, which are effective in the initiation, stimulation, or termination of the genetic transcription process. [MESH:D014157]	1
118257	Telomeric repeat-binding factor 2	Homo sapiens	CHEMBL4296012	53	SINGLE PROTEIN	Q15554	601	Unclassified protein	Unclassified	unclassified	None	1
118258	Interleukin-23 receptor	Homo sapiens	CHEMBL4296013	846	SINGLE PROTEIN	Q5VWK5|C9JGX4|Q4VGP1|Q4VGP2|Q4VGP3|Q4VGP4|Q4VGP5|Q4VGP6|Q5VWK7|Q8IW84|Q8NFQ9|Q96AS1	601	Unclassified protein	Unclassified	unclassified	None	1
118395	Connector enhancer of kinase suppressor of ras 1	Homo sapiens	CHEMBL4296242	41	SINGLE PROTEIN	Q969H4|B1AMW9|O95381	601	Unclassified protein	Unclassified	unclassified	None	1
118405	Protein S100-A9	Homo sapiens	CHEMBL4296265	58	SINGLE PROTEIN	P06702|D3DV36|Q6FGA1|Q9NYM0|Q9UCJ1	601	Unclassified protein	Unclassified	unclassified	None	1
118695	Bifunctional dihydrofolate reductase-thymidylate synthase	Cryptosporidium hominis	CHEMBL4296761	18	SINGLE PROTEIN	A0A0S4TER9	601	Unclassified protein	Unclassified	unclassified	None	1
118855	PH and SEC7 domain-containing protein 1	Homo sapiens	CHEMBL4523105	138	SINGLE PROTEIN	A5PKW4|B1AKX7|D3DR87|Q15673|Q8IVG0	601	Unclassified protein	Unclassified	unclassified	None	1
118861	Dickkopf WNT-signaling pathway inhibitor 1	Rattus norvegicus	CHEMBL4523111	37	SINGLE PROTEIN	D3Z9J1	601	Unclassified protein	Unclassified	unclassified	None	1
118875	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Homo sapiens	CHEMBL4523125	21	SINGLE PROTEIN	O14745|B3KY21|O43552|Q86WQ5	601	Unclassified protein	Unclassified	unclassified	None	1
118902	Peroxisomal membrane protein PEX14	Homo sapiens	CHEMBL4523152	27	SINGLE PROTEIN	O75381|B2R7N1|B3KML6|B7Z1N2|Q8WX51	601	Unclassified protein	Unclassified	unclassified	None	1
